Latency,Length of Numbers
0.04457316701882519,1
0.03327008298947476,2
0.003764041990507394,3
0.005016833019908518,4
0.0033232090063393116,5
0.004967166983988136,6
0.00419841698021628,7
0.003493124997476116,8
0.005241209000814706,9
0.00498870899900794,10
0.0032792920246720314,11
0.0029003749950788915,12
0.002813209022860974,13
0.0030882910068612546,14
0.0031957920000422746,15
0.003086915996391326,16
0.004197542002657428,17
0.0029713330150116235,18
0.003124249982647598,19
0.0033043329895008355,20
0.0032490830053575337,21
0.0039399169909302145,22
0.003317374998005107,23
0.00651899998774752,24
0.004572500009089708,25
0.004764959012391046,26
0.003713458019774407,27
0.0036734169989358634,28
0.00384512500022538,29
0.0033899580012075603,30
0.00324458401883021,31
0.0033627499942667782,32
0.0031201670062728226,33
0.004219166992697865,34
0.0034469160018488765,35
0.0036039169935975224,36
0.003540167002938688,37
0.0030537089915014803,38
0.002991499990457669,39
0.0026116659864783287,40
0.0026466670096851885,41
0.0027047079929616302,42
0.0027300409856252372,43
0.00292233400978148,44
0.003005040984135121,45
0.0024114160041790456,46
0.002958500001113862,47
0.0029752079863101244,48
0.00307370800874196,49
0.002973624999867752,50
0.0027992079849354923,51
0.0036741670046467334,52
0.0032644580060150474,53
0.002995667018694803,54
0.003229958994779736,55
0.0031649160082452,56
0.002606832975288853,57
0.002746374986600131,58
0.0034604999818839133,59
0.004115582996746525,60
0.004379165999125689,61
0.003783207997912541,62
0.0034463749907445163,63
0.0031194170005619526,64
0.0034932919952552766,65
0.0036612499970942736,66
0.003985083021689206,67
0.011646500002825633,68
0.003508999972837046,69
0.0033654999861028045,70
0.003130708006210625,71
0.004168957995716482,72
0.0054254159913398325,73
0.004471374995773658,74
0.002922209008829668,75
0.00310791700030677,76
0.0027537499845493585,77
0.0027596250001806766,78
0.002945000014733523,79
0.002928541012806818,80
0.002799416979542002,81
0.002970375004224479,82
0.0028933330031577498,83
0.002699416014365852,84
0.0026999160181730986,85
0.002955458010546863,86
0.0029908329888712615,87
0.0030179169843904674,88
0.002611167001305148,89
0.004502334020799026,90
0.0032720830058678985,91
0.003025582991540432,92
0.0034152910229749978,93
0.002947500004665926,94
0.0026844170060940087,95
0.002650624985108152,96
0.002929624984972179,97
0.002844583010300994,98
0.0029027089767623693,99
0.0029822920041624457,100
0.0028852089890278876,101
0.0028869169764220715,102
0.002951625006971881,103
0.003102667018538341,104
0.0027978750003967434,105
0.002941291983006522,106
0.0028356669936329126,107
0.003190541989170015,108
0.003108750010142103,109
0.0031179169891402125,110
0.003506541979731992,111
0.003817499993601814,112
0.0032289169903378934,113
0.0034280830004718155,114
0.00315987499197945,115
0.002958541997941211,116
0.0030153749976307154,117
0.0032238750136457384,118
0.0032291669922415167,119
0.003039250004803762,120
0.0028809170180466026,121
0.002800042013404891,122
0.002966750005725771,123
0.0029297090077307075,124
0.0032427909900434315,125
0.002936583012342453,126
0.0029584579751826823,127
0.0028850420203525573,128
0.0030873329960741103,129
0.003206833003787324,130
0.00305670898524113,131
0.003061583003727719,132
0.0029506669961847365,133
0.006055957986973226,134
0.0031442920153494924,135
0.006682500010356307,136
0.0035307919897604734,137
0.004595875012455508,138
0.004162375000305474,139
0.005355625005904585,140
0.003522499988321215,141
0.004086832981556654,142
0.0039554579998366535,143
0.0036863750137854367,144
0.004501333984080702,145
0.003979832981713116,146
0.0034153749875258654,147
0.0035350840189494193,148
0.003997708001406863,149
0.0036740420036949217,150
0.0036387500003911555,151
0.0032990420004352927,152
0.003792416973738,153
0.003989916993305087,154
0.0036177920119371265,155
0.0034662499965634197,156
0.0035737079742830247,157
0.0033728749840520322,158
0.003705625014845282,159
0.0038161249831318855,160
0.0044716669945046306,161
0.008648249990073964,162
0.003904167009750381,163
0.0037183749955147505,164
0.004258000000845641,165
0.00432887498755008,166
0.00443245901260525,167
0.0037103749928064644,168
0.0034104170044884086,169
0.003326709003886208,170
0.0033515410032123327,171
0.003411040990613401,172
0.0035933330073021352,173
0.003451208001933992,174
0.0033795000053942204,175
0.0033892080246005207,176
0.0032774579885881394,177
0.0031729170004837215,178
0.0032057090138550848,179
0.004134041984798387,180
0.003683999995701015,181
0.0031932909914758056,182
0.003453667013673112,183
0.0034148340055253357,184
0.0033833330089692026,185
0.0035299169830977917,186
0.0035790830152109265,187
0.003930665989173576,188
0.004119582998100668,189
0.004097541997907683,190
0.0042667499801609665,191
0.004012125020381063,192
0.004051541996886954,193
0.00401258299825713,194
0.004012874996988103,195
0.00413654200383462,196
0.003847500018309802,197
0.004878791980445385,198
0.004110459005460143,199
0.0036749590071849525,200
0.003993332997197285,201
0.004103749990463257,202
0.00396191599429585,203
0.004270125005859882,204
0.004531833983492106,205
0.005065999983344227,206
0.004411332978634164,207
0.004893917008303106,208
0.004763124976307154,209
0.005315957998391241,210
0.007379500020761043,211
0.004862959001911804,212
0.0048045839939732105,213
0.005351416999474168,214
0.005168458999833092,215
0.004208208003547043,216
0.00434329200652428,217
0.0040861669986043125,218
0.0038647909823339432,219
0.004165249993093312,220
0.004426166007760912,221
0.0041299170115962625,222
0.0056574170012027025,223
0.005935541004873812,224
0.005660791997797787,225
0.010123791988007724,226
0.005205875000683591,227
0.00495600001886487,228
0.005079833004856482,229
0.005378500005463138,230
0.004892666009254754,231
0.00450254199677147,232
0.004365417000371963,233
0.004325792018789798,234
0.0041100410162471235,235
0.003666625008918345,236
0.0038829170225653797,237
0.0038639169943053275,238
0.0035365000076126307,239
0.0036512500082608312,240
0.0035393750004004687,241
0.0036899580154567957,242
0.0038826660020276904,243
0.0036962500016670674,244
0.0037416659761220217,245
0.003930959006538615,246
0.004536958993412554,247
0.0047478339984081686,248
0.004437041992787272,249
0.004483291995711625,250
0.004517624998698011,251
0.0044510409934446216,252
0.004439165990334004,253
0.004177124996203929,254
0.008046958013437688,255
0.004600624990416691,256
0.004112124996026978,257
0.0042808329744730145,258
0.004587499977787957,259
0.004437166993739083,260
0.004022124980110675,261
0.004851625009905547,262
0.006434082984924316,263
0.03840812502312474,264
0.009965000004740432,265
0.005227334011578932,266
0.004035749996546656,267
0.004652667004847899,268
0.004446125007234514,269
0.003949125006329268,270
